Date,Minimum temperature (°C),Maximum temperature (°C),Mean Temperature (°C),Rainfall (mm),Evaporation (mm),Sunshine (hours),Speed of maximum wind gust (km/h)
2021/10/05,0.4545454545454546,0.23106060606060597,0.31007751937984496,0.04845814977973569,0.3970588235294118,0.416058394160584,0.639344262295082
2021/04/27,0.4705882352941177,0.20075757575757577,0.29715762273901813,0.013215859030837005,0.14705882352941177,0.06569343065693431,0.06557377049180328
2021/05/17,0.3850267379679144,0.15530303030303028,0.22480620155038766,0.00881057268722467,0.04411764705882353,0.5182481751824818,0.2459016393442623
2021/06/21,0.0481283422459893,0.15530303030303028,0.06201550387596904,0.004405286343612335,0.029411764705882356,0.6642335766423357,0.18032786885245902
2021/02/14,0.5187165775401069,0.3295454545454545,0.4082687338501293,0.0,0.29411764705882354,0.5912408759124088,0.32786885245901637
2021/09/08,0.3582887700534759,0.3598484848484848,0.351421188630491,0.0,0.10294117647058823,0.8029197080291971,0.4262295081967213
2021/07/13,0.31550802139037437,0.1174242424242424,0.16537467700258401,0.00881057268722467,0.17647058823529413,0.17518248175182483,0.36065573770491804
2021/11/07,0.5294117647058824,0.19696969696969693,0.32299741602067183,0.3392070484581498,0.3823529411764706,0.0,0.21311475409836064
2021/06/22,0.037433155080213915,0.1893939393939394,0.08010335917312665,0.0,0.14705882352941177,0.1386861313868613,0.21311475409836064
2022/01/20,0.5294117647058824,0.7234848484848484,0.6821705426356588,0.0,0.7352941176470589,0.9927007299270073,0.26229508196721313
2021/12/12,0.39572192513368987,0.659090909090909,0.5736434108527132,0.0,0.4558823529411765,0.9489051094890512,0.21311475409836064
2021/07/26,0.2727272727272727,0.1931818181818181,0.1963824289405685,0.0,0.07352941176470588,0.2116788321167883,0.45901639344262296
2022/01/18,0.7540106951871659,0.3787878787878788,0.5555555555555557,0.0,0.5588235294117647,0.44525547445255476,0.39344262295081966
2021/05/12,0.22994652406417113,0.27272727272727265,0.22997416020671838,0.01762114537444934,0.1911764705882353,0.6423357664233578,0.14754098360655737
2021/08/17,0.3636363636363637,0.09848484848484847,0.17571059431524558,0.00881057268722467,0.14705882352941177,0.24087591240875914,0.2459016393442623
2021/05/15,0.22994652406417113,0.06060606060606059,0.08527131782945738,0.1629955947136564,0.17647058823529413,0.5474452554744526,0.639344262295082
2021/05/26,0.47593582887700536,0.12878787878787873,0.2506459948320414,0.11013215859030838,0.25,0.10218978102189781,0.39344262295081966
2021/09/06,0.3262032085561497,0.15909090909090906,0.1989664082687339,0.022026431718061675,0.1323529411764706,0.759124087591241,0.29508196721311475
2021/11/08,0.4812834224598931,0.23106060606060597,0.32299741602067183,0.004405286343612335,0.17647058823529413,0.5766423357664234,0.21311475409836064
2022/01/15,0.8449197860962567,0.48863636363636354,0.6744186046511628,0.13215859030837004,0.6617647058823529,0.36496350364963503,0.2459016393442623
2021/07/16,0.42245989304812837,0.14772727272727265,0.2377260981912145,0.004405286343612335,0.05882352941176471,0.17518248175182483,0.4262295081967213
2021/08/12,0.2727272727272727,0.20075757575757577,0.20155038759689933,0.06167400881057269,0.3235294117647059,0.34306569343065696,0.26229508196721313
